"entity_id","position","value_id","value","value"
"13007","0","1595","/1/4/1438820_2.jpg","/1/4/1438820_2.jpg"
"13007","0","1596","/1/4/1438820_3.jpg","/1/4/1438820_2.jpg"
"13522","0","1637","/5/6/5684601_1.jpg","/5/6/5684601_1.jpg"
"13765","0","1664","/M/i/Mizuno_GWW1252.jpg","/M/i/Mizuno_GWW1252.jpg"
"13772","0","1665","/1/5/1564301.jpg","/1/5/1564301.jpg"
"13821","0","1667","/2/8/28017_1.jpg","/2/8/28017_1.jpg"
"13947","0","1676","/1/5/15666_1.jpg","/1/5/15666_1.jpg"
"14043","0","1686","/5/6/5683702_1.jpg","/5/6/5683702_1.jpg"
"14064","0","1688","/1/0/10701_1.jpg","/1/0/10701_1.jpg"
"14113","0","1690","/5/7/575141_1.jpg","/5/7/575141_1.jpg"
"14169","0","1695","/5/6/564872_1.jpg","/5/6/564872_1.jpg"
"14278","0","1708","/4/6/4635810_1.jpg","/4/6/4635810_1.jpg"
"14360","0","1715","/4/9/49326010101_1.jpg","/4/9/49326010101_1.jpg"
"14445","0","1725","/5/6/5663420_1.jpg","/5/6/5663420_1.jpg"
"14464","0","1728","/2/8/2839301_2.jpg","/2/8/2839301_2.jpg"
"14508","0","1733","/5/7/5778310_1.jpg","/5/7/5778310_1.jpg"
"14517","0","1734","/5/6/5685301_4.jpg","/5/6/5685301_4.jpg"
"14577","0","1736","/5/7/5751111_1.jpg","/5/7/5751111_1.jpg"
"14594","0","1745","/2/2/222062.jpg","/2/2/222062.jpg"
"14597","0","1746","/5/6/5684701_1.jpg","/5/6/5684701_1.jpg"
"14641","0","1749","/5/7/575191.jpg","/5/7/575191.jpg"
"14810","0","1761","/G/P/GPP1076_1.jpg","/G/P/GPP1076_1.jpg"
"14876","0","1763","/5/6/5663620_1.jpg","/5/6/5663620_1.jpg"
"14967","0","1772","/5/6/5682520_1.jpg","/5/6/5682520_1.jpg"
"14968","0","1773","/2/3/23014_1.jpg","/2/3/23014_1.jpg"
"15008","0","1778","/1/3/13036_1.jpg","/1/3/13036_1.jpg"
"15029","0","1780","/6/2/62588_1.jpg","/6/2/62588_1.jpg"
"15077","0","1783","/4/2/42180030201.jpg","/4/2/42180030201.jpg"
"15077","0","1784","/4/2/42180030101.jpg","/4/2/42180030201.jpg"
"15141","0","1791","/8/8/88913.jpg","/8/8/88913.jpg"
"15143","0","1792","/5/7/5751011_1.jpg","/5/7/5751011_1.jpg"
"15162","0","1794","/2/8/2883603_1.jpg","/2/8/2883603_1.jpg"
"15249","0","1801","/5/7/5756802_1.jpg","/5/7/5756802_1.jpg"
"15265","0","1803","/M/i/Mizuno_GXS53_1.jpg","/M/i/Mizuno_GXS53_1.jpg"
"15454","0","1825","/1/5/1563401_1.jpg","/1/5/1563401_1.jpg"
"15752","0","1849","/6/4/64131_1.jpg","/6/4/64131_1.jpg"
"15991","0","1869","/4/9/49287010101_2.jpg","/4/9/49287010101_2.jpg"
"16013","0","1872","/5/6/5646401_4.jpg","/5/6/5646401_4.jpg"
"16256","0","1894","/2/2/2221053.jpg","/2/2/2221053.jpg"
"16272","0","1896","/6/2/6284403_1.jpg","/6/2/6284403_1.jpg"
"16303","0","1901","/1/4/1425711_1.jpg","/1/4/1425711_1.jpg"
"16326","0","1906","/1/0/10414_1.jpg","/1/0/10414_1.jpg"
"16448","0","1917","/5/6/5647101_2.jpg","/5/6/5647101_2.jpg"
"16484","0","1922","/1/4/14338_1.jpg","/1/4/14338_1.jpg"
"16756","0","1943","/6/5/6558301.jpg","/6/5/6558301.jpg"
"16771","0","1944","/R/A/RAWLINGS_CFA1_HELMET_1.jpg","/R/A/RAWLINGS_CFA1_HELMET_1.jpg"
"16783","0","1945","/1/4/1494640_1.jpg","/1/4/1494640_1.jpg"
"16892","0","1956","/2/2/2223948_1.jpg","/2/2/2223948_1.jpg"
"17127","0","1972","/R/A/RAWLINGS_PL90PB.jpg","/R/A/RAWLINGS_PL90PB.jpg"
"17405","0","1984","/1/4/1446204_1.jpg","/1/4/1446204_1.jpg"
"17459","0","1991","/5/7/5751512_1.jpg","/5/7/5751512_1.jpg"
"17573","0","2000","/5/7/5756802_2.jpg","/5/7/5756802_2.jpg"
"17659","0","2013","/5/6/5646401_5.jpg","/5/6/5646401_5.jpg"
"17770","0","2019","/E/A/EASTON_TYPHOON_WHEELED_BAG_RYL_1.jpg","/E/A/EASTON_TYPHOON_WHEELED_BAG_RYL_1.jpg"
"17770","0","2020","/E/A/EASTON_TYPHOON_WHEELED_BAG_NVY_1.jpg","/E/A/EASTON_TYPHOON_WHEELED_BAG_RYL_1.jpg"
"17770","0","2021","/E/A/EASTON_TYPHOON_WHEELED_BAG_BLK_1.jpg","/E/A/EASTON_TYPHOON_WHEELED_BAG_RYL_1.jpg"
"17770","0","2022","/E/A/EASTON_TYPHOON_WHEELED_BAG_RED_1.jpg","/E/A/EASTON_TYPHOON_WHEELED_BAG_RYL_1.jpg"
"17979","0","2034","/5/6/5647101_3.jpg","/5/6/5647101_3.jpg"
"17988","0","2036","/1/5/1562401_1.jpg","/1/5/1562401_1.jpg"
"18003","0","2037","/5/6/564881_1.jpg","/5/6/564881_1.jpg"
"18069","0","2046","/2/7/2781101_1.jpg","/2/7/2781101_1.jpg"
"18089","0","2047","/6/4/64124_1.jpg","/6/4/64124_1.jpg"
"18122","0","2050","/1/4/1446004_1.jpg","/1/4/1446004_1.jpg"
"18197","0","2060","/2/8/28010bks_1.jpg","/2/8/28010bks_1.jpg"
"18225","0","2064","/5/7/57722100.jpg","/5/7/57722100.jpg"
"18351","0","2071","/3/8/38342010101_1.jpg","/3/8/38342010101_1.jpg"
"18377","0","2075","/3/2/32045040301.jpg","/3/2/32045040301.jpg"
"18463","0","2084","/2/2/22368_5.jpg","/2/2/22368_5.jpg"
"18507","0","2092","/2/1/21911_1.jpg","/2/1/21911_1.jpg"
"18517","0","2093","/2/7/27987302.jpg","/2/7/27987302.jpg"
"18665","0","2106","/7/6/76453_1.jpg","/7/6/76453_1.jpg"
"18882","0","2124","/5/7/575132_1.jpg","/5/7/575132_1.jpg"
"18918","0","2126","/2/1/2172602_1.jpg","/2/1/2172602_1.jpg"
"18954","0","2128","/M/i/Mizuno_MVP_Helmet_Royal.jpg","/M/i/Mizuno_MVP_Helmet_Royal.jpg"
"18954","0","2129","/M/I/MIzuno_MVP_Helmet_Red.jpg","/M/i/Mizuno_MVP_Helmet_Royal.jpg"
"18954","0","2130","/M/i/Mizuno_MVP_Helmet_Black.jpg","/M/i/Mizuno_MVP_Helmet_Royal.jpg"
"18954","0","2131","/M/i/Mizuno_MVP_Helmet_Navy.jpg","/M/i/Mizuno_MVP_Helmet_Royal.jpg"
"19053","0","2141","/6/3/632690301_1.jpg","/6/3/632690301_1.jpg"
"19159","0","2147","/1/4/1438910_1.jpg","/1/4/1438910_1.jpg"
"19365","0","2175","/2/7/278175_1.jpg","/2/7/278175_1.jpg"
"19366","0","2176","/6/4/64128_1.jpg","/6/4/64128_1.jpg"
"19455","0","2188","/1/5/1565201_1.jpg","/1/5/1565201_1.jpg"
"19456","0","2189","/2/7/27995_2.jpg","/2/7/27995_2.jpg"
"19456","0","2190","/2/7/279952_2.jpg","/2/7/27995_2.jpg"
"19495","0","2195","/2/2/2217601_1.jpg","/2/2/2217601_1.jpg"
"19629","0","2204","/6/1/61140153_1.jpg","/6/1/61140153_1.jpg"
"19629","0","2205","/6/1/61140152_1.jpg","/6/1/61140153_1.jpg"
"19645","0","2206","/2/1/21267225_1.jpg","/2/1/21267225_1.jpg"
"19783","0","2218","/5/7/578571.jpg","/5/7/578571.jpg"
"19802","0","2220","/1/3/1335902_1.jpg","/1/3/1335902_1.jpg"
"19864","0","2223","/5/7/5750602_1.jpg","/5/7/5750602_1.jpg"
"19883","0","2225","/5/7/575171_1.jpg","/5/7/575171_1.jpg"
"19893","0","2226","/5/8/58212_1.jpg","/5/8/58212_1.jpg"
"19993","0","2234","/2/7/27717wh_2.jpg","/2/7/27717wh_2.jpg"
"19993","0","2235","/2/7/27717wh_3.jpg","/2/7/27717wh_2.jpg"
"19993","0","2236","/2/7/27717rd_1.jpg","/2/7/27717wh_2.jpg"
"19993","0","2237","/2/7/27717nvy_1.jpg","/2/7/27717wh_2.jpg"
"19993","0","2238","/2/7/27717bk_1.jpg","/2/7/27717wh_2.jpg"
"19993","0","2239","/2/7/27717ryl_1.jpg","/2/7/27717wh_2.jpg"
"20014","0","2241","/1/4/143562_1.jpg","/1/4/143562_1.jpg"
"20014","0","2242","/1/4/143563_1.jpg","/1/4/143562_1.jpg"
"20101","0","2246","/1/5/1563901_1.jpg","/1/5/1563901_1.jpg"
"20360","0","2271","/5/8/58213_1.jpg","/5/8/58213_1.jpg"
"20435","0","2282","/3/8/38980020201_1.jpg","/3/8/38980020201_1.jpg"
"20496","0","2289","/2/7/27756_1.jpg","/2/7/27756_1.jpg"
"20544","0","2292","/2/1/2172302_1.jpg","/2/1/2172302_1.jpg"
"20733","0","2310","/2/9/29280_2.jpg","/2/9/29280_2.jpg"
"20734","0","2311","/5/6/5645601_1.jpg","/5/6/5645601_1.jpg"
"20770","0","2314","/2/8/28003_1.jpg","/2/8/28003_1.jpg"
"20814","0","2316","/1/2/129090201_1.jpg","/1/2/129090201_1.jpg"
"20991","0","2331","/5/6/56828_1.jpg","/5/6/56828_1.jpg"
"21061","0","2336","/2/1/2158401_1.jpg","/2/1/2158401_1.jpg"
"21102","0","2339","/6/2/6266703_1.jpg","/6/2/6266703_1.jpg"
"21102","0","2340","/6/2/6266704_1.jpg","/6/2/6266703_1.jpg"
"21163","0","2346","/1/4/1454420_1.jpg","/1/4/1454420_1.jpg"
"21165","0","2347","/2/9/29280_3.jpg","/2/9/29280_3.jpg"
"21196","0","2349","/6/2/6265604_1.jpg","/6/2/6265604_1.jpg"
"21196","0","2350","/6/2/6265603_1.jpg","/6/2/6265604_1.jpg"
"21491","0","2384","/2/2/22368_6.jpg","/2/2/22368_6.jpg"
"21588","0","2390","/M/i/Mizuno_vintage_pro_G3_BG_Orange_1.jpg","/M/i/Mizuno_vintage_pro_G3_BG_Orange_1.jpg"
"21588","0","2391","/M/i/Mizuno_vintage_pro_G3_BG_Green_1.jpg","/M/i/Mizuno_vintage_pro_G3_BG_Orange_1.jpg"
"21667","0","2402","/2/1/2172401_1.jpg","/2/1/2172401_1.jpg"
"21674","0","2404","/5/7/5750812_1.jpg","/5/7/5750812_1.jpg"
"21808","0","2413","/1/5/1562301_1.jpg","/1/5/1562301_1.jpg"
"21846","0","2417","/6/4/6444302041_1.jpg","/6/4/6444302041_1.jpg"
"21846","0","2418","/6/4/6444302021_1.jpg","/6/4/6444302041_1.jpg"
"21846","0","2419","/6/4/6444302012_1.jpg","/6/4/6444302041_1.jpg"
"21846","0","2420","/6/4/6444302011_1.jpg","/6/4/6444302041_1.jpg"
"21933","0","2425","/2/1/21330_1.jpg","/2/1/21330_1.jpg"
"21995","0","2432","/2/1/21269230_1.jpg","/2/1/21269230_1.jpg"
"22066","0","2441","/M/i/Mizuno_YT_Finch_BG_1.jpg","/M/i/Mizuno_YT_Finch_BG_1.jpg"
"22315","0","2468","/5/6/5646401_6.jpg","/5/6/5646401_6.jpg"
"22546","0","2483","/1/4/14064_1.jpg","/1/4/14064_1.jpg"
"22554","0","2484","/5/6/5685301_6.jpg","/5/6/5685301_6.jpg"
"22570","0","2489","/5/6/5685101_1.jpg","/5/6/5685101_1.jpg"
"22613","0","2497","/2/8/2839201_2.jpg","/2/8/2839201_2.jpg"
"22688","0","2504","/1/5/1563301_1.jpg","/1/5/1563301_1.jpg"
"22703","0","2509","/2/0/2070348_1.jpg","/2/0/2070348_1.jpg"
"22731","0","2513","/5/7/575261_1.jpg","/5/7/575261_1.jpg"
"22802","0","2517","/2/1/2154903_1.jpg","/2/1/2154903_1.jpg"
"23057","0","2540","/8/0/806660102_1.jpg","/8/0/806660102_1.jpg"
"23057","0","2541","/8/0/806660401_1.jpg","/8/0/806660102_1.jpg"
"23057","0","2542","/8/0/806660101_1.jpg","/8/0/806660102_1.jpg"
"23269","0","2556","/6/2/62429301_1.jpg","/6/2/62429301_1.jpg"
"23269","0","2557","/6/2/62429_1.jpg","/6/2/62429301_1.jpg"
"23272","0","2559","/2/8/28009_1.jpg","/2/8/28009_1.jpg"
"23428","0","2571","/2/1/21699_2.jpg","/2/1/21699_2.jpg"
"23462","0","2578","/1/5/1562501_1.jpg","/1/5/1562501_1.jpg"
"23466","0","2579","/2/1/2172501_1.jpg","/2/1/2172501_1.jpg"
"23473","0","2581","/2/1/212631_1.jpg","/2/1/212631_1.jpg"
"23568","0","2589","/1/4/1458302_1.jpg","/1/4/1458302_1.jpg"
"23967","0","2616","/2/1/216310248_1.jpg","/2/1/216310248_1.jpg"
"23992","0","2619","/5/6/5683601_1.jpg","/5/6/5683601_1.jpg"
"24136","0","2643","/1/5/15667_1.jpg","/1/5/15667_1.jpg"
"24205","0","2644","/2/1/2123611_1.jpg","/2/1/2123611_1.jpg"
"24479","0","2669","/5/7/57661027_2.jpg","/5/7/57661027_2.jpg"
"24487","0","2670","/2/8/28015033_1.jpg","/2/8/28015033_1.jpg"
"24487","0","2671","/2/8/28015_1.jpg","/2/8/28015033_1.jpg"
"24573","0","2675","/1/5/1564901_1.jpg","/1/5/1564901_1.jpg"
"24622","0","2680","/1/4/14395_1.jpg","/1/4/14395_1.jpg"
"24628","0","2682","/6/3/6307523_1.jpg","/6/3/6307523_1.jpg"
"24698","0","2686","/2/1/212591_1.jpg","/2/1/212591_1.jpg"
"24743","0","2696","/2/0/200822.jpg","/2/0/200822.jpg"
"24901","0","2722","/5/6/56834_2.jpg","/5/6/56834_2.jpg"
"24901","0","2723","/5/6/56834_3.jpg","/5/6/56834_2.jpg"
"25031","0","2730","/5/7/575181_1.jpg","/5/7/575181_1.jpg"
"25064","0","2733","/3/2/32851030201_1.jpg","/3/2/32851030201_1.jpg"
"25111","0","2737","/2/9/29244_1.jpg","/2/9/29244_1.jpg"
"25135","0","2739","/5/6/5683140_1.jpg","/5/6/5683140_1.jpg"
"25228","0","2748","/2/5/2592220_1.jpg","/2/5/2592220_1.jpg"
"25255","0","2752","/2/1/2186025_1.jpg","/2/1/2186025_1.jpg"
"25465","0","2778","/2/7/279072_1.jpg","/2/7/279072_1.jpg"
"25611","0","2794","/1/5/156791_1.jpg","/1/5/156791_1.jpg"
"25624","0","2796","/5/7/575271_1.jpg","/5/7/575271_1.jpg"
"25848","0","2812","/5/6/5646401_7.jpg","/5/6/5646401_7.jpg"
"25863","0","2813","/2/0/2091101_1.jpg","/2/0/2091101_1.jpg"
"25961","0","2817","/1/5/156781_1.jpg","/1/5/156781_1.jpg"
"25967","0","2818","/1/4/1433913_1.jpg","/1/4/1433913_1.jpg"
"25998","0","2821","/1/5/1562601_1.jpg","/1/5/1562601_1.jpg"
"26058","0","2826","/5/6/5682301_1.jpg","/5/6/5682301_1.jpg"
"26161","0","2839","/5/6/5685301_7.jpg","/5/6/5685301_7.jpg"
"26433","0","2865","/5/7/5750402_1.jpg","/5/7/5750402_1.jpg"
"26589","0","2876","/1/5/1562901_1.jpg","/1/5/1562901_1.jpg"
"26591","0","2878","/4/6/4635020_1.jpg","/4/6/4635020_1.jpg"
"26685","0","2891","/2/8/2839201_3.jpg","/2/8/2839201_3.jpg"
"26692","0","2902","/5/6/5684501_1.jpg","/5/6/5684501_1.jpg"
"26706","0","2903","/5/7/575161_1.jpg","/5/7/575161_1.jpg"
"26794","0","2907","/5/6/56826_1.jpg","/5/6/56826_1.jpg"
"26926","0","2915","/6/5/6534520.jpg","/6/5/6534520.jpg"
"26964","0","2920","/2/3/237001_1.jpg","/2/3/237001_1.jpg"
"27107","0","2929","/5/6/5663520_1.jpg","/5/6/5663520_1.jpg"
"27159","0","2938","/1/5/15664_1.jpg","/1/5/15664_1.jpg"
"27173","0","2948","/2/7/2770618_1.jpg","/2/7/2770618_1.jpg"
"27263","0","2960","/W/O/WORTH_SBRLD_1.jpg","/W/O/WORTH_SBRLD_1.jpg"
"27311","0","2963","/7/1/7170220_1.jpg","/7/1/7170220_1.jpg"
"27366","0","2968","/G/P/GPL1210_1.jpg","/G/P/GPL1210_1.jpg"
"27523","0","2981","/1/4/1445904_1.jpg","/1/4/1445904_1.jpg"
"27528","0","2983","/5/6/5645801_1.jpg","/5/6/5645801_1.jpg"
"27641","0","2992","/6/6/6644105_1.jpg","/6/6/6644105_1.jpg"
"27684","0","2997","/4/6/4635425_3.jpg","/4/6/4635425_3.jpg"
"27684","0","2998","/4/6/4635425_4.jpg","/4/6/4635425_3.jpg"
"27845","0","3027","/2/0/20894100_1.jpg","/2/0/20894100_1.jpg"
"28126","0","3068","/5/6/5683901_1.jpg","/5/6/5683901_1.jpg"
"28259","0","3079","/2/8/28018_1.jpg","/2/8/28018_1.jpg"
"28320","0","3085","/7/6/7614804_1.jpg","/7/6/7614804_1.jpg"
"28598","0","3114","/2/2/223242_2.jpg","/2/2/223242_2.jpg"
"28819","0","3134","/1/5/1564201_1.jpg","/1/5/1564201_1.jpg"
"28942","0","3144","/1/4/1457802_1.jpg","/1/4/1457802_1.jpg"
"28995","0","3150","/2/3/237011_1.jpg","/2/3/237011_1.jpg"
"29026","0","3153","/1/5/1565301_1.jpg","/1/5/1565301_1.jpg"
"29043","0","3156","/5/6/5646202_2.jpg","/5/6/5646202_2.jpg"
"29353","0","3202","/2/8/2839301_3.jpg","/2/8/2839301_3.jpg"
"29498","0","3207","/2/0/20081847_1.jpg","/2/0/20081847_1.jpg"
"29501","0","3209","/5/6/56827.jpg","/5/6/56827.jpg"
"29976","0","3257","/6/2/62461_1.jpg","/6/2/62461_1.jpg"
