"value_id","attribute_id","store_id","entity_id","value"
"956052","97","0","60616","bauer-basic-reversible-touque_17343"
"1311447","97","0","74639","bauer-prem-comp-jock-short-yth_05783"
"1594205","97","0","92009","bauer-profile-ii-fm"
"1743513","97","0","103337","fm680-sr-fm-bk_fm680blk"
"6815380","97","0","123950","bauer-prof-iii-chin-cup_1049816"
"6839190","97","0","124157","47-stretch-fit-nhl-cap_mincbl"
"6839210","97","0","124159","47-mvp-adj-nhl-cap_mincfro"
"6906354","97","0","124460","howies-pompom-toque_02566"
"7298587","97","0","125769","louisville-stick-pack--m9_lswtlm901"
"7645213","97","0","129095","ccm-xs1g-gsk-runner_2028379"
"7716115","97","0","134801","ccm-prolite-g-stainless-sr_plgssr"
"7750973","97","0","138336","ccm-7512-jrsy-fleece_02647"
"7812476","97","0","142335","bauer-ne-950-snapback_30778"
"7841794","97","0","144847","bauer-rh-rs-skate-sr_1053629"
"7855211","97","0","145921","ccm-1.5-yth-gfm_2438124"
"7864713","97","0","146715","s20-custom-team-pro-carry"
"7894607","97","0","149000","demarini-tweed-fit-cap_57930"
"7926512","97","0","151784","easton-prowess-pant-wmn_a167120"
"7928241","97","0","151933","bauer-ne-var-3930-sr-hat_30786"
"7929958","97","0","152083","bauer-core-hdy-w/graph-yth_30782"
"7930038","97","0","152091","ccm-eb-pro-goal-carry-bag_19130"
"7932218","97","0","152286","ng-wmn-comp-jill-pant_1042851"
"7934680","97","0","152487","bauer-reversible-gaitor"
"7938220","97","0","152604","bauer-core-hdy-w/graph-sr_30781"
"7938228","97","0","152605","bauer-core-hdy-w-graph-sr"
"7938970","97","0","152653","bauer-ims-5.0_1045678"
"7943042","97","0","152880","lizard-skins-hky-long-160cm_dsp160"
"7943072","97","0","152883","tacki-mac-comm-ribb-8.25_64538"
"7943329","97","0","152890","h19-bauer-pop-hoodie_308396"
"7944364","97","0","152958","h19-bauer-street-sty-jog-sr_308402"
"7957288","97","0","153961","warrior-lw-pant-sr_18554"
"7988112","97","0","155802","ccm-js-ft465-stk-sr_hsj465"
"8006085","97","0","157151","bauer-chiclets-colab-hoody_1059858"
